industry,city,investment_type,founded_year,no_of_founders,amount_in_inr,city_tier,market_size_category
EdTech,Noida,Pre-Seed,2020,5,1759747,Tier-2,Small
Logistics,Noida,Pre-Seed,2010,1,502399,Tier-2,Medium
SaaS,Pune,Series C,2010,5,425758379,Tier-2,Large
SaaS,Noida,Series B,2020,1,108344609,Tier-2,Large
SaaS,Bangalore,Seed,2020,2,5524051,Tier-1,Large
FinTech,Chennai,Pre-Seed,2019,1,1950529,Tier-2,Large
E-commerce,Hyderabad,Pre-Seed,2015,5,1071419,Tier-2,Large
E-commerce,Hyderabad,Seed,2011,3,3596091,Tier-2,Large
AgriTech,Bangalore,Series A,2022,3,12146869,Tier-1,Small
AgriTech,Mumbai,Series A,2018,3,36099226,Tier-1,Small
Logistics,Delhi,Pre-Seed,2014,1,1691597,Tier-1,Medium
EdTech,Mumbai,Seed,2022,4,9234517,Tier-1,Small
SaaS,Hyderabad,Series C,2020,5,517362311,Tier-2,Large
EdTech,Pune,Pre-Seed,2018,5,1707324,Tier-2,Small
FinTech,Noida,Seed,2017,4,4317304,Tier-2,Large
EdTech,Delhi,Seed,2017,3,4983186,Tier-1,Small
AI,Noida,Pre-Seed,2014,3,888079,Tier-2,Large
E-commerce,Noida,Series B,2020,5,66710687,Tier-2,Large
EdTech,Chennai,Series A,2021,1,25254912,Tier-2,Small
EdTech,Noida,Seed,2011,1,5473218,Tier-2,Small
HealthTech,Chennai,Seed,2020,2,3119608,Tier-2,Medium
Logistics,Delhi,Series B,2020,3,101233523,Tier-1,Medium
EdTech,Hyderabad,Pre-Seed,2022,5,790522,Tier-2,Small
AI,Pune,Pre-Seed,2020,1,1443250,Tier-2,Large
E-commerce,Bangalore,Series B,2015,2,177113411,Tier-1,Large
HealthTech,Noida,Series B,2020,4,98808377,Tier-2,Medium
Logistics,Pune,Series A,2023,1,37397605,Tier-2,Medium
FinTech,Noida,Series A,2014,1,36869212,Tier-2,Large
AgriTech,Noida,Seed,2012,5,2468961,Tier-2,Small
FinTech,Mumbai,Series B,2023,3,58071622,Tier-1,Large
E-commerce,Pune,Seed,2019,5,8653764,Tier-2,Large
AgriTech,Pune,Seed,2018,4,5377619,Tier-2,Small
FinTech,Mumbai,Seed,2016,3,7774549,Tier-1,Large
Logistics,Bangalore,Pre-Seed,2022,5,1693920,Tier-1,Medium
AI,Bangalore,Seed,2021,1,2427369,Tier-1,Large
EdTech,Chennai,Pre-Seed,2021,5,1407798,Tier-2,Small
E-commerce,Noida,Pre-Seed,2023,3,1998641,Tier-2,Large
AgriTech,Bangalore,Pre-Seed,2018,2,1996762,Tier-1,Small
HealthTech,Delhi,Pre-Seed,2019,2,1452526,Tier-1,Medium
EdTech,Chennai,Pre-Seed,2020,4,1024415,Tier-2,Small
FinTech,Hyderabad,Pre-Seed,2023,5,1782168,Tier-2,Large
FinTech,Chennai,Pre-Seed,2013,1,1244412,Tier-2,Large
HealthTech,Noida,Pre-Seed,2012,4,1247821,Tier-2,Medium
AI,Pune,Seed,2011,4,9167639,Tier-2,Large
Logistics,Pune,Series A,2014,4,33839756,Tier-2,Medium
Logistics,Chennai,Seed,2010,3,8171174,Tier-2,Medium
HealthTech,Mumbai,Pre-Seed,2015,2,1305213,Tier-1,Medium
E-commerce,Noida,Series B,2011,3,173732680,Tier-2,Large
HealthTech,Bangalore,Seed,2021,2,7296769,Tier-1,Medium
FinTech,Pune,Series A,2021,5,26580874,Tier-2,Large
AI,Pune,Series A,2018,3,10139254,Tier-2,Large
AI,Delhi,Seed,2014,1,9714125,Tier-1,Large
SaaS,Noida,Series A,2011,5,19924037,Tier-2,Large
HealthTech,Bangalore,Series A,2013,3,31810183,Tier-1,Medium
E-commerce,Noida,Seed,2015,1,6899944,Tier-2,Large
FinTech,Pune,Series A,2013,5,19332952,Tier-2,Large
EdTech,Mumbai,Series A,2014,5,22358577,Tier-1,Small
Logistics,Pune,Seed,2013,1,2334788,Tier-2,Medium
Logistics,Bangalore,Pre-Seed,2013,1,656927,Tier-1,Medium
Logistics,Delhi,Seed,2012,4,7515800,Tier-1,Medium
AI,Bangalore,Pre-Seed,2018,3,1262352,Tier-1,Large
Logistics,Noida,Pre-Seed,2023,2,572195,Tier-2,Medium
HealthTech,Noida,Seed,2012,1,9993410,Tier-2,Medium
SaaS,Mumbai,Pre-Seed,2013,2,715558,Tier-1,Large
E-commerce,Delhi,Series B,2017,4,122925034,Tier-1,Large
E-commerce,Bangalore,Series A,2014,2,26126251,Tier-1,Large
AgriTech,Mumbai,Seed,2016,1,2669461,Tier-1,Small
Logistics,Mumbai,Pre-Seed,2015,3,848119,Tier-1,Medium
FinTech,Chennai,Pre-Seed,2010,2,933977,Tier-2,Large
AI,Pune,Series A,2011,5,22630032,Tier-2,Large
FinTech,Noida,Seed,2019,2,9022727,Tier-2,Large
Logistics,Delhi,Pre-Seed,2014,4,1029336,Tier-1,Medium
SaaS,Delhi,Series B,2019,4,193758239,Tier-1,Large
EdTech,Pune,Seed,2023,1,9030313,Tier-2,Small
Logistics,Noida,Seed,2012,3,5739049,Tier-2,Medium
EdTech,Noida,Series C,2021,2,771026119,Tier-2,Small
EdTech,Bangalore,Pre-Seed,2017,1,1168891,Tier-1,Small
E-commerce,Chennai,Series A,2017,3,12372244,Tier-2,Large
AI,Delhi,Series B,2011,4,196028867,Tier-1,Large
Logistics,Mumbai,Pre-Seed,2023,2,1320898,Tier-1,Medium
FinTech,Delhi,Series B,2015,1,162719788,Tier-1,Large
FinTech,Chennai,Seed,2016,2,3829124,Tier-2,Large
SaaS,Pune,Series B,2023,2,129514707,Tier-2,Large
EdTech,Hyderabad,Seed,2023,5,5617151,Tier-2,Small
AI,Pune,Series C,2016,4,494394350,Tier-2,Large
AI,Mumbai,Series A,2012,3,24285833,Tier-1,Large
SaaS,Delhi,Series A,2018,4,15143581,Tier-1,Large
HealthTech,Pune,Series B,2022,1,144900797,Tier-2,Medium
AI,Mumbai,Seed,2023,4,5517697,Tier-1,Large
AI,Noida,Seed,2016,1,5047860,Tier-2,Large
FinTech,Bangalore,Seed,2010,4,6650928,Tier-1,Large
SaaS,Mumbai,Seed,2018,1,7922508,Tier-1,Large
Logistics,Delhi,Series A,2020,1,11029591,Tier-1,Medium
AI,Bangalore,Series B,2015,2,155731473,Tier-1,Large
AI,Bangalore,Seed,2015,5,5648116,Tier-1,Large
FinTech,Bangalore,Seed,2016,5,4606752,Tier-1,Large
Logistics,Hyderabad,Series A,2011,2,36370820,Tier-2,Medium
Logistics,Hyderabad,Seed,2020,5,6252793,Tier-2,Medium
AI,Bangalore,Series A,2011,3,18504804,Tier-1,Large
FinTech,Pune,Pre-Seed,2013,2,714139,Tier-2,Large
HealthTech,Pune,Pre-Seed,2022,5,1099553,Tier-2,Medium
E-commerce,Pune,Series A,2021,2,49896994,Tier-2,Large
AgriTech,Delhi,Pre-Seed,2023,2,1005696,Tier-1,Small
FinTech,Bangalore,Pre-Seed,2011,2,970878,Tier-1,Large
FinTech,Pune,Series A,2016,5,14385094,Tier-2,Large
AI,Bangalore,Seed,2019,5,4896655,Tier-1,Large
FinTech,Mumbai,Series A,2018,3,16055687,Tier-1,Large
SaaS,Pune,Series C,2011,2,347020206,Tier-2,Large
EdTech,Mumbai,Series A,2010,5,33424782,Tier-1,Small
EdTech,Mumbai,Series A,2023,3,38601356,Tier-1,Small
HealthTech,Pune,Seed,2010,4,2764792,Tier-2,Medium
Logistics,Chennai,Series A,2022,3,18480457,Tier-2,Medium
FinTech,Mumbai,Pre-Seed,2011,5,748578,Tier-1,Large
Logistics,Pune,Series A,2023,4,17788704,Tier-2,Medium
SaaS,Noida,Pre-Seed,2021,1,1220283,Tier-2,Large
AI,Mumbai,Pre-Seed,2012,5,1849850,Tier-1,Large
AI,Delhi,Series A,2010,3,39560590,Tier-1,Large
AgriTech,Hyderabad,Series A,2017,4,42633479,Tier-2,Small
E-commerce,Hyderabad,Seed,2015,2,3345466,Tier-2,Large
HealthTech,Hyderabad,Seed,2012,3,6277382,Tier-2,Medium
SaaS,Noida,Seed,2018,5,6196381,Tier-2,Large
Logistics,Chennai,Series A,2013,3,44355725,Tier-2,Medium
SaaS,Bangalore,Pre-Seed,2018,2,1015869,Tier-1,Large
AgriTech,Mumbai,Seed,2014,1,8872399,Tier-1,Small
AgriTech,Noida,Pre-Seed,2018,3,1970261,Tier-2,Small
AI,Delhi,Seed,2017,5,8908311,Tier-1,Large
Logistics,Chennai,Seed,2011,4,2498687,Tier-2,Medium
E-commerce,Noida,Pre-Seed,2014,1,530839,Tier-2,Large
AI,Hyderabad,Seed,2010,1,2309047,Tier-2,Large
E-commerce,Chennai,Series B,2010,2,77542155,Tier-2,Large
EdTech,Noida,Series A,2012,1,18264237,Tier-2,Small
SaaS,Delhi,Series A,2010,1,22056948,Tier-1,Large
AgriTech,Pune,Series A,2015,1,25928241,Tier-2,Small
EdTech,Chennai,Series B,2015,5,99126822,Tier-2,Small
Logistics,Hyderabad,Pre-Seed,2014,1,667954,Tier-2,Medium
AI,Bangalore,Seed,2023,3,3953530,Tier-1,Large
HealthTech,Noida,Series A,2018,1,38826403,Tier-2,Medium
FinTech,Hyderabad,Series B,2020,2,171384983,Tier-2,Large
HealthTech,Noida,Seed,2013,1,5488602,Tier-2,Medium
HealthTech,Hyderabad,Pre-Seed,2012,3,1174409,Tier-2,Medium
FinTech,Hyderabad,Series C,2012,2,493446806,Tier-2,Large
SaaS,Noida,Pre-Seed,2010,5,1600274,Tier-2,Large
EdTech,Chennai,Pre-Seed,2013,2,1939420,Tier-2,Small
EdTech,Delhi,Seed,2016,3,8932072,Tier-1,Small
SaaS,Hyderabad,Seed,2017,2,2382940,Tier-2,Large
FinTech,Pune,Series B,2023,4,118676627,Tier-2,Large
E-commerce,Chennai,Seed,2022,3,5835417,Tier-2,Large
HealthTech,Delhi,Seed,2015,2,4570062,Tier-1,Medium
AI,Bangalore,Pre-Seed,2016,1,1786909,Tier-1,Large
EdTech,Hyderabad,Series A,2014,2,23902967,Tier-2,Small
SaaS,Mumbai,Seed,2023,1,9829195,Tier-1,Large
AI,Chennai,Pre-Seed,2017,4,1980016,Tier-2,Large
AgriTech,Pune,Series B,2019,5,196042347,Tier-2,Small
FinTech,Bangalore,Pre-Seed,2012,3,1589590,Tier-1,Large
AI,Bangalore,Series A,2017,5,37394792,Tier-1,Large
Logistics,Bangalore,Series B,2020,2,111219083,Tier-1,Medium
AI,Chennai,Pre-Seed,2019,4,518854,Tier-2,Large
Logistics,Delhi,Pre-Seed,2016,2,1017570,Tier-1,Medium
HealthTech,Mumbai,Seed,2018,4,7357602,Tier-1,Medium
FinTech,Pune,Seed,2022,5,9917429,Tier-2,Large
AI,Delhi,Series A,2015,4,17501654,Tier-1,Large
EdTech,Hyderabad,Seed,2022,2,3522103,Tier-2,Small
FinTech,Mumbai,Series C,2019,4,621753087,Tier-1,Large
EdTech,Delhi,Series B,2019,1,84893118,Tier-1,Small
SaaS,Hyderabad,Series B,2023,1,86283950,Tier-2,Large
SaaS,Noida,Pre-Seed,2011,4,1957233,Tier-2,Large
AgriTech,Mumbai,Pre-Seed,2021,4,1346273,Tier-1,Small
E-commerce,Chennai,Pre-Seed,2020,4,1578552,Tier-2,Large
SaaS,Pune,Series A,2014,4,35857329,Tier-2,Large
AI,Noida,Pre-Seed,2018,4,1826724,Tier-2,Large
FinTech,Pune,Series B,2016,1,88833279,Tier-2,Large
SaaS,Hyderabad,Seed,2021,3,4116028,Tier-2,Large
EdTech,Delhi,Series A,2020,5,34534140,Tier-1,Small
AI,Mumbai,Seed,2021,1,2529516,Tier-1,Large
SaaS,Hyderabad,Seed,2012,4,7410201,Tier-2,Large
Logistics,Hyderabad,Pre-Seed,2011,3,521232,Tier-2,Medium
Logistics,Chennai,Seed,2017,3,5882034,Tier-2,Medium
HealthTech,Hyderabad,Seed,2017,5,8229590,Tier-2,Medium
EdTech,Mumbai,Series A,2010,2,48401681,Tier-1,Small
AgriTech,Bangalore,Seed,2011,2,2690695,Tier-1,Small
AgriTech,Mumbai,Series B,2014,2,195450105,Tier-1,Small
AgriTech,Mumbai,Series B,2022,2,181929824,Tier-1,Small
EdTech,Chennai,Seed,2014,1,3600953,Tier-2,Small
AgriTech,Chennai,Series A,2016,1,44630827,Tier-2,Small
E-commerce,Pune,Seed,2014,4,5802673,Tier-2,Large
HealthTech,Noida,Pre-Seed,2021,3,1285886,Tier-2,Medium
E-commerce,Pune,Series B,2018,1,184801857,Tier-2,Large
Logistics,Hyderabad,Series C,2010,1,586010160,Tier-2,Medium
SaaS,Pune,Series A,2014,5,33258791,Tier-2,Large
HealthTech,Chennai,Series B,2012,1,186845286,Tier-2,Medium
EdTech,Hyderabad,Series A,2019,2,26811006,Tier-2,Small
E-commerce,Bangalore,Series A,2022,1,46901095,Tier-1,Large
AI,Delhi,Seed,2020,2,9175779,Tier-1,Large
HealthTech,Chennai,Pre-Seed,2015,1,1815339,Tier-2,Medium
EdTech,Noida,Pre-Seed,2010,4,737823,Tier-2,Small
FinTech,Chennai,Seed,2011,4,8457595,Tier-2,Large
HealthTech,Bangalore,Series A,2018,5,49378894,Tier-1,Medium
HealthTech,Noida,Seed,2018,3,7335962,Tier-2,Medium
SaaS,Chennai,Series A,2021,5,28892164,Tier-2,Large
AI,Pune,Pre-Seed,2011,1,1961768,Tier-2,Large
SaaS,Pune,Seed,2013,1,7837078,Tier-2,Large
AgriTech,Pune,Seed,2023,1,4848726,Tier-2,Small
HealthTech,Bangalore,Pre-Seed,2022,1,621918,Tier-1,Medium
Logistics,Hyderabad,Series B,2019,2,133218289,Tier-2,Medium
HealthTech,Chennai,Series A,2012,3,43762484,Tier-2,Medium
AgriTech,Chennai,Pre-Seed,2017,4,980822,Tier-2,Small
AI,Pune,Series A,2010,3,47275090,Tier-2,Large
AI,Hyderabad,Seed,2018,2,9251967,Tier-2,Large
Logistics,Chennai,Seed,2013,1,2567038,Tier-2,Medium
Logistics,Mumbai,Series C,2023,2,296633757,Tier-1,Medium
E-commerce,Bangalore,Series A,2021,4,20307949,Tier-1,Large
EdTech,Delhi,Series B,2017,3,132707378,Tier-1,Small
EdTech,Mumbai,Series B,2017,1,181031149,Tier-1,Small
E-commerce,Noida,Pre-Seed,2015,5,1745522,Tier-2,Large
EdTech,Delhi,Pre-Seed,2021,4,1557108,Tier-1,Small
HealthTech,Mumbai,Seed,2019,1,8578824,Tier-1,Medium
E-commerce,Mumbai,Series A,2018,5,32916201,Tier-1,Large
E-commerce,Noida,Series B,2017,4,118148668,Tier-2,Large
EdTech,Noida,Series A,2023,1,49015517,Tier-2,Small
FinTech,Mumbai,Seed,2023,5,5125878,Tier-1,Large
Logistics,Bangalore,Series A,2012,1,19701722,Tier-1,Medium
EdTech,Delhi,Series A,2023,3,45396025,Tier-1,Small
SaaS,Hyderabad,Seed,2015,3,8333136,Tier-2,Large
FinTech,Hyderabad,Pre-Seed,2011,5,1268168,Tier-2,Large
E-commerce,Pune,Series A,2010,3,39803892,Tier-2,Large
FinTech,Chennai,Series A,2014,3,39442576,Tier-2,Large
HealthTech,Bangalore,Series A,2022,4,46650547,Tier-1,Medium
AI,Pune,Pre-Seed,2016,2,1115946,Tier-2,Large
FinTech,Pune,Seed,2021,3,7853158,Tier-2,Large
SaaS,Bangalore,Series A,2015,5,19829423,Tier-1,Large
AI,Bangalore,Series C,2013,4,219198908,Tier-1,Large
HealthTech,Mumbai,Series B,2013,5,140723447,Tier-1,Medium
SaaS,Bangalore,Seed,2018,3,7247736,Tier-1,Large
AgriTech,Hyderabad,Series B,2021,1,100789932,Tier-2,Small
AI,Bangalore,Pre-Seed,2012,1,1511102,Tier-1,Large
AgriTech,Noida,Series B,2020,3,108900223,Tier-2,Small
HealthTech,Mumbai,Seed,2022,1,2494399,Tier-1,Medium
AI,Delhi,Series A,2011,2,47197318,Tier-1,Large
AI,Pune,Pre-Seed,2015,5,1134163,Tier-2,Large
EdTech,Bangalore,Series B,2010,2,139822781,Tier-1,Small
SaaS,Noida,Series A,2011,4,45602533,Tier-2,Large
Logistics,Noida,Pre-Seed,2013,3,574299,Tier-2,Medium
SaaS,Pune,Seed,2018,5,8963074,Tier-2,Large
FinTech,Delhi,Pre-Seed,2013,3,1319498,Tier-1,Large
AgriTech,Chennai,Seed,2019,3,7502705,Tier-2,Small
AgriTech,Mumbai,Seed,2022,2,7214260,Tier-1,Small
SaaS,Pune,Seed,2020,1,2666553,Tier-2,Large
SaaS,Bangalore,Series B,2012,1,114178568,Tier-1,Large
AI,Chennai,Series C,2020,5,621195360,Tier-2,Large
AgriTech,Chennai,Seed,2010,5,4275298,Tier-2,Small
E-commerce,Delhi,Pre-Seed,2021,5,1638681,Tier-1,Large
Logistics,Pune,Seed,2017,4,7218201,Tier-2,Medium
EdTech,Pune,Pre-Seed,2020,1,1579016,Tier-2,Small
Logistics,Hyderabad,Series B,2013,4,106134890,Tier-2,Medium
FinTech,Hyderabad,Seed,2020,5,4146106,Tier-2,Large
Logistics,Hyderabad,Series A,2011,2,19547692,Tier-2,Medium
EdTech,Pune,Pre-Seed,2016,5,557066,Tier-2,Small
FinTech,Pune,Series A,2022,2,45775137,Tier-2,Large
HealthTech,Hyderabad,Series C,2021,1,439138083,Tier-2,Medium
AI,Mumbai,Seed,2010,3,4777450,Tier-1,Large
SaaS,Noida,Series C,2012,3,221081982,Tier-2,Large
SaaS,Noida,Pre-Seed,2019,5,1665541,Tier-2,Large
E-commerce,Noida,Pre-Seed,2020,1,828941,Tier-2,Large
Logistics,Bangalore,Series C,2014,2,679804158,Tier-1,Medium
AgriTech,Bangalore,Series A,2016,3,35413422,Tier-1,Small
AgriTech,Mumbai,Pre-Seed,2023,3,1567138,Tier-1,Small
EdTech,Delhi,Seed,2012,1,2480419,Tier-1,Small
EdTech,Noida,Seed,2022,2,9249203,Tier-2,Small
EdTech,Noida,Series A,2013,3,39695648,Tier-2,Small
AgriTech,Bangalore,Series B,2014,1,124457415,Tier-1,Small
SaaS,Pune,Pre-Seed,2019,1,734460,Tier-2,Large
AgriTech,Chennai,Series A,2023,4,39167009,Tier-2,Small
EdTech,Pune,Seed,2011,1,4448036,Tier-2,Small
AI,Bangalore,Series A,2021,3,36658954,Tier-1,Large
FinTech,Mumbai,Seed,2018,2,4607922,Tier-1,Large
SaaS,Delhi,Seed,2016,1,2033276,Tier-1,Large
AI,Bangalore,Pre-Seed,2011,3,1062033,Tier-1,Large
HealthTech,Mumbai,Seed,2021,4,5775510,Tier-1,Medium
Logistics,Chennai,Pre-Seed,2015,2,1694403,Tier-2,Medium
AI,Hyderabad,Pre-Seed,2016,5,974300,Tier-2,Large
Logistics,Chennai,Seed,2021,5,3989731,Tier-2,Medium
AI,Chennai,Pre-Seed,2019,1,1261887,Tier-2,Large
HealthTech,Noida,Series A,2021,5,18766280,Tier-2,Medium
AI,Delhi,Pre-Seed,2013,2,965715,Tier-1,Large
FinTech,Bangalore,Seed,2020,2,4444387,Tier-1,Large
SaaS,Hyderabad,Series C,2013,3,232819932,Tier-2,Large
Logistics,Mumbai,Pre-Seed,2017,5,630698,Tier-1,Medium
E-commerce,Hyderabad,Seed,2011,5,2441379,Tier-2,Large
AgriTech,Bangalore,Series A,2011,3,24769825,Tier-1,Small
HealthTech,Delhi,Pre-Seed,2011,5,515018,Tier-1,Medium
Logistics,Bangalore,Series A,2020,5,16026036,Tier-1,Medium
SaaS,Mumbai,Seed,2011,2,2925497,Tier-1,Large
EdTech,Hyderabad,Pre-Seed,2016,5,733409,Tier-2,Small
Logistics,Chennai,Series B,2013,5,118506196,Tier-2,Medium
FinTech,Bangalore,Pre-Seed,2014,5,1356253,Tier-1,Large
E-commerce,Pune,Seed,2017,4,7066585,Tier-2,Large
FinTech,Delhi,Pre-Seed,2016,5,1347167,Tier-1,Large
Logistics,Delhi,Seed,2020,4,2261044,Tier-1,Medium
FinTech,Hyderabad,Seed,2017,4,7714313,Tier-2,Large
EdTech,Chennai,Seed,2014,5,9608504,Tier-2,Small
E-commerce,Mumbai,Series A,2017,3,36791370,Tier-1,Large
AgriTech,Chennai,Series A,2010,5,32853696,Tier-2,Small
FinTech,Hyderabad,Seed,2023,4,9453757,Tier-2,Large
EdTech,Chennai,Series A,2014,5,36035725,Tier-2,Small
HealthTech,Hyderabad,Series B,2021,3,171171943,Tier-2,Medium
EdTech,Chennai,Series C,2020,3,727892587,Tier-2,Small
AI,Bangalore,Seed,2019,1,3841410,Tier-1,Large
Logistics,Delhi,Series B,2011,2,73745492,Tier-1,Medium
SaaS,Hyderabad,Seed,2014,5,8512900,Tier-2,Large
Logistics,Hyderabad,Series A,2022,1,17472817,Tier-2,Medium
Logistics,Delhi,Series A,2022,1,12238439,Tier-1,Medium
EdTech,Pune,Series B,2021,1,127767119,Tier-2,Small
EdTech,Pune,Seed,2011,3,6378942,Tier-2,Small
EdTech,Mumbai,Series A,2015,5,15234274,Tier-1,Small
Logistics,Hyderabad,Seed,2018,5,2784621,Tier-2,Medium
AgriTech,Bangalore,Series B,2021,5,151202561,Tier-1,Small
FinTech,Chennai,Series C,2023,4,264439366,Tier-2,Large
AgriTech,Bangalore,Pre-Seed,2011,2,1866659,Tier-1,Small
E-commerce,Hyderabad,Seed,2019,4,2962875,Tier-2,Large
EdTech,Mumbai,Pre-Seed,2011,3,682053,Tier-1,Small
EdTech,Hyderabad,Pre-Seed,2019,1,776871,Tier-2,Small
AI,Mumbai,Series B,2012,1,186544475,Tier-1,Large
AI,Delhi,Seed,2019,4,5980088,Tier-1,Large
HealthTech,Chennai,Seed,2014,3,5044147,Tier-2,Medium
HealthTech,Bangalore,Series A,2019,2,13614075,Tier-1,Medium
AI,Mumbai,Series A,2023,2,28798269,Tier-1,Large
E-commerce,Bangalore,Seed,2018,1,8517602,Tier-1,Large
HealthTech,Noida,Pre-Seed,2012,1,732028,Tier-2,Medium
SaaS,Delhi,Series A,2018,5,18652876,Tier-1,Large
SaaS,Hyderabad,Pre-Seed,2018,4,539442,Tier-2,Large
E-commerce,Mumbai,Pre-Seed,2018,1,910162,Tier-1,Large
AI,Chennai,Seed,2013,3,7741257,Tier-2,Large
HealthTech,Noida,Series B,2019,2,112506485,Tier-2,Medium
EdTech,Mumbai,Pre-Seed,2015,2,1314734,Tier-1,Small
AI,Pune,Series B,2011,3,128498263,Tier-2,Large
HealthTech,Hyderabad,Series A,2010,2,27808360,Tier-2,Medium
E-commerce,Hyderabad,Pre-Seed,2011,4,901727,Tier-2,Large
SaaS,Chennai,Series A,2013,3,30919964,Tier-2,Large
Logistics,Chennai,Seed,2016,5,2100611,Tier-2,Medium
E-commerce,Delhi,Series B,2011,2,105659396,Tier-1,Large
Logistics,Noida,Series B,2019,4,87441819,Tier-2,Medium
HealthTech,Noida,Seed,2010,1,9440132,Tier-2,Medium
E-commerce,Bangalore,Series A,2012,3,10521253,Tier-1,Large
HealthTech,Mumbai,Seed,2016,1,3789800,Tier-1,Medium
HealthTech,Delhi,Seed,2012,5,4077527,Tier-1,Medium
Logistics,Bangalore,Pre-Seed,2011,1,758164,Tier-1,Medium
E-commerce,Noida,Series A,2010,2,41264182,Tier-2,Large
FinTech,Delhi,Seed,2012,2,6220561,Tier-1,Large
EdTech,Pune,Seed,2023,2,3424869,Tier-2,Small
AI,Chennai,Series B,2016,2,195303389,Tier-2,Large
SaaS,Chennai,Series A,2012,3,18700832,Tier-2,Large
EdTech,Hyderabad,Series B,2014,4,106147693,Tier-2,Small
AI,Mumbai,Pre-Seed,2020,2,577024,Tier-1,Large
AI,Mumbai,Series A,2015,5,13776317,Tier-1,Large
SaaS,Mumbai,Series B,2021,5,65543485,Tier-1,Large
EdTech,Delhi,Pre-Seed,2023,2,1191924,Tier-1,Small
SaaS,Delhi,Series A,2014,4,33346172,Tier-1,Large
HealthTech,Mumbai,Pre-Seed,2010,5,1479052,Tier-1,Medium
SaaS,Hyderabad,Series A,2023,3,37147423,Tier-2,Large
Logistics,Bangalore,Series A,2014,4,34520271,Tier-1,Medium
Logistics,Pune,Series B,2012,4,106957943,Tier-2,Medium
E-commerce,Delhi,Seed,2017,4,4550888,Tier-1,Large
FinTech,Mumbai,Series B,2014,5,137116805,Tier-1,Large
FinTech,Chennai,Pre-Seed,2017,3,1597062,Tier-2,Large
FinTech,Delhi,Seed,2018,2,6045483,Tier-1,Large
EdTech,Bangalore,Seed,2011,5,3878790,Tier-1,Small
Logistics,Delhi,Seed,2013,4,6323270,Tier-1,Medium
EdTech,Bangalore,Seed,2019,4,2901634,Tier-1,Small
HealthTech,Bangalore,Series C,2010,4,696719687,Tier-1,Medium
AgriTech,Delhi,Pre-Seed,2019,4,798457,Tier-1,Small
FinTech,Bangalore,Seed,2021,5,4000286,Tier-1,Large
HealthTech,Delhi,Series C,2018,1,545135781,Tier-1,Medium
Logistics,Delhi,Seed,2019,1,8407936,Tier-1,Medium
AgriTech,Hyderabad,Series A,2021,5,37312887,Tier-2,Small
FinTech,Chennai,Pre-Seed,2017,1,898500,Tier-2,Large
EdTech,Pune,Seed,2022,5,4871892,Tier-2,Small
AgriTech,Bangalore,Pre-Seed,2011,5,1738484,Tier-1,Small
E-commerce,Delhi,Pre-Seed,2022,5,895867,Tier-1,Large
E-commerce,Bangalore,Series A,2020,4,17305669,Tier-1,Large
E-commerce,Delhi,Series A,2015,2,31904227,Tier-1,Large
SaaS,Pune,Series B,2014,1,193878084,Tier-2,Large
E-commerce,Noida,Seed,2014,5,2912615,Tier-2,Large
AI,Delhi,Seed,2012,3,9929186,Tier-1,Large
FinTech,Delhi,Series A,2010,4,31280584,Tier-1,Large
E-commerce,Chennai,Pre-Seed,2023,3,583829,Tier-2,Large
AgriTech,Bangalore,Series B,2020,1,182211618,Tier-1,Small
Logistics,Chennai,Seed,2015,1,3830068,Tier-2,Medium
AI,Chennai,Series C,2015,3,539879158,Tier-2,Large
AI,Noida,Pre-Seed,2014,5,696469,Tier-2,Large
AI,Noida,Pre-Seed,2018,3,1479631,Tier-2,Large
HealthTech,Chennai,Seed,2019,5,2119629,Tier-2,Medium
AgriTech,Chennai,Pre-Seed,2021,4,1486437,Tier-2,Small
HealthTech,Hyderabad,Series A,2018,5,14570895,Tier-2,Medium
AI,Bangalore,Series B,2023,3,132439058,Tier-1,Large
SaaS,Bangalore,Pre-Seed,2022,2,1923144,Tier-1,Large
E-commerce,Delhi,Pre-Seed,2019,4,1037546,Tier-1,Large
Logistics,Bangalore,Pre-Seed,2010,4,950845,Tier-1,Medium
FinTech,Pune,Seed,2016,3,3162180,Tier-2,Large
AgriTech,Chennai,Seed,2021,2,3347247,Tier-2,Small
SaaS,Mumbai,Series A,2015,2,21707875,Tier-1,Large
EdTech,Noida,Series A,2022,1,19774598,Tier-2,Small
HealthTech,Bangalore,Series A,2012,2,49272140,Tier-1,Medium
E-commerce,Noida,Series A,2023,1,29454542,Tier-2,Large
E-commerce,Noida,Series B,2013,5,114561219,Tier-2,Large
EdTech,Mumbai,Seed,2013,5,3956927,Tier-1,Small
EdTech,Noida,Pre-Seed,2013,5,1631170,Tier-2,Small
AgriTech,Pune,Pre-Seed,2016,1,1671128,Tier-2,Small
E-commerce,Hyderabad,Pre-Seed,2013,2,671377,Tier-2,Large
EdTech,Delhi,Seed,2019,3,2673092,Tier-1,Small
E-commerce,Delhi,Seed,2023,4,7007351,Tier-1,Large
SaaS,Delhi,Pre-Seed,2015,2,1601308,Tier-1,Large
AgriTech,Hyderabad,Series A,2010,1,41018848,Tier-2,Small
Logistics,Chennai,Series A,2017,3,11066835,Tier-2,Medium
EdTech,Noida,Pre-Seed,2021,1,1289319,Tier-2,Small
SaaS,Mumbai,Series A,2013,1,36179780,Tier-1,Large
SaaS,Bangalore,Series A,2022,4,38773055,Tier-1,Large
